"Path","Reason","Size"
"data\hardware\20260511_fpga1_board1\trng\random1_run02_partial_timeout_8692840.bin","excluded: larger than 5 MiB","8692840"
"data\hardware\20260511_fpga1_board1\trng\random1_sample_ro_local_x45y39_20mib_20260523.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\random1_sample_ro_local_x45y39_5mib_20260523.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\random1_sampler_island_local_x45y39_regs_x45y31_5mib_20260523.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\random1_sampler_island_local_x45y39_regs_x45y31_program_20mib_20260523.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\random1_sampler_island_local_x45y39_regs_x45y31_program_5mib_20260523.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\random1_sampler_regs_only_x45y31_20mib_20260524.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\random1_sampler_regs_only_x45y31_smoke_5mib_20260524.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\random1_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\random2_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\random2_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\random2_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\random2_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\random3_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\random3_repeat03.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\random3_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\random3_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\row_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\row_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\row_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\row_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\same_column_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\same_column_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\same_column_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\same_column_smoke01.bin","excluded","1048576"
"data\hardware\20260511_fpga1_board1\trng\sparse_repeat02_5mib.bin","excluded","5242880"
"data\hardware\20260511_fpga1_board1\trng\sparse_repeat03_20mib.bin","excluded: larger than 5 MiB","20971520"
"data\hardware\20260511_fpga1_board1\trng\sparse_run01.bin","excluded: larger than 5 MiB","10485760"
"data\hardware\20260511_fpga1_board1\trng\sparse_smoke01.bin","excluded","1048576"
"data\sp800_90b\inputs_repeat_20260514\random1_repeat03_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_repeat_20260514\random1_repeat03_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_repeat_20260514\random1_repeat03_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_repeat_20260514\random3_repeat03_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_repeat_20260514\random3_repeat03_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_repeat_20260514\random3_repeat03_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\checker_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\checker_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\checker_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\compact_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\compact_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\compact_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\cross_region_run02_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\cross_region_run02_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\cross_region_run02_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\far_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\far_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\far_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\original_fpga1_run01_10mib_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\original_fpga1_run01_10mib_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\original_fpga1_run01_10mib_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\random1_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\random1_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\random1_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\random2_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\random2_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\random2_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\random3_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\random3_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\random3_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\row_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\row_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\row_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\same_column_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\same_column_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\same_column_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\inputs_smoke_20260514\sparse_run01_bps1_lsb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\sparse_run01_bps1_msb.bin","excluded: larger than 5 MiB","8000000"
"data\sp800_90b\inputs_smoke_20260514\sparse_run01_bps8.bin","excluded","1000000"
"data\sp800_90b\results_full8m_20260514\original_fpga1_run01_10mib_bps1_msb_non_iid_8m.log","excluded","222"
"data\sp800_90b\results_full8m_20260514\random1_run01_bps1_msb_non_iid_8m.log","excluded","222"
"data\sp800_90b\results_full8m_20260514\random3_run01_bps1_msb_non_iid_8m.log","excluded","222"
"data\sp800_90b\results_repeat_20260514\random1_repeat03_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_repeat_20260514\random1_repeat03_bps1_msb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_repeat_20260514\random3_repeat03_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_repeat_20260514\random3_repeat03_bps1_msb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\checker_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\checker_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\compact_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\compact_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\cross_region_run02_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\cross_region_run02_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\far_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\far_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\original_fpga1_run01_10mib_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\original_fpga1_run01_10mib_bps1_msb_iid_1m.log","excluded","232"
"data\sp800_90b\results_smoke_20260514\original_fpga1_run01_10mib_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\random1_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\random1_run01_bps1_msb_iid_1m.log","excluded","232"
"data\sp800_90b\results_smoke_20260514\random1_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\random2_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\random2_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\random3_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\random3_run01_bps1_msb_iid_1m.log","excluded","232"
"data\sp800_90b\results_smoke_20260514\random3_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\row_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\row_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\same_column_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\same_column_run01_bps1_msb_non_iid_1m.log","excluded","440"
"data\sp800_90b\results_smoke_20260514\sparse_run01_bps1_lsb_non_iid_1m.log","excluded","222"
"data\sp800_90b\results_smoke_20260514\sparse_run01_bps1_msb_non_iid_1m.log","excluded","440"
"doc\GMT0078.pdf","excluded","1974117"
"doc\v1.pdf","excluded","397788"
"README.md","missing include root","0"
"scripts\__pycache__\analyze_fast_mode_results.cpython-313.pyc","excluded","25257"
"scripts\__pycache__\analyze_regs_only_restart_modes_20260524.cpython-313.pyc","excluded","12044"
"scripts\__pycache__\analyze_ro_frequency_matrix.cpython-313.pyc","excluded","10987"
"scripts\__pycache__\analyze_sampler_snapshot.cpython-313.pyc","excluded","10113"
"scripts\__pycache__\analyze_tdc_pair_dynamics.cpython-313.pyc","excluded","30019"
"scripts\__pycache__\analyze_tdc_startup_diffusion.cpython-313.pyc","excluded","33402"
"scripts\__pycache__\analyze_tdc_uart.cpython-313.pyc","excluded","20291"
"scripts\__pycache__\analyze_trng_dataset.cpython-313.pyc","excluded","9991"
"scripts\__pycache__\analyze_trng_position_structure.cpython-313.pyc","excluded","28478"
"scripts\__pycache__\analyze_trng_windows.cpython-313.pyc","excluded","4245"
"scripts\__pycache__\audit_hardware_runs.cpython-313.pyc","excluded","12803"
"scripts\__pycache__\build_mechanism_correlation_master_table.cpython-313.pyc","excluded","28439"
"scripts\__pycache__\generate_fpga1_experiment_matrix.cpython-313.pyc","excluded","2968"
"scripts\__pycache__\generate_ro_placement_xdc.cpython-313.pyc","excluded","6471"
"scripts\__pycache__\generate_sampler_island_xdc.cpython-313.pyc","excluded","5890"
"scripts\__pycache__\generate_tdc_ro_pair_from_matrix_xdc.cpython-313.pyc","excluded","9886"
"scripts\__pycache__\generate_tdc_ro_placement_xdc.cpython-313.pyc","excluded","4836"
"scripts\__pycache__\generate_tdc_sampler_data_xdc.cpython-313.pyc","excluded","8137"
"scripts\__pycache__\make_fast_mode_figures.cpython-313.pyc","excluded","28117"
"scripts\__pycache__\make_mechanism_hypothesis_evidence_table.cpython-313.pyc","excluded","27850"
"scripts\__pycache__\make_paper_artifacts_20260514.cpython-313.pyc","excluded","20292"
"scripts\__pycache__\make_regs_only_restart_report_20260524.cpython-313.pyc","excluded","16891"
"scripts\__pycache__\make_restart_mechanism_table.cpython-313.pyc","excluded","20786"
"scripts\__pycache__\merge_experiment_tables.cpython-313.pyc","excluded","16293"
"scripts\__pycache__\merge_trng_ro_freq_features.cpython-313.pyc","excluded","19736"
"scripts\__pycache__\prepare_90b_inputs.cpython-313.pyc","excluded","9483"
"scripts\__pycache__\summarize_restart_fifo_diag_matrix.cpython-313.pyc","excluded","20958"
"scripts\__pycache__\summarize_restart_results.cpython-313.pyc","excluded","16447"
"scripts\__pycache__\summarize_trng_repeats.cpython-313.pyc","excluded","13179"
"sim\SP800-90B_EntropyAssessment\.git\config","excluded","319"
"sim\SP800-90B_EntropyAssessment\.git\description","excluded","73"
"sim\SP800-90B_EntropyAssessment\.git\HEAD","excluded","23"
"sim\SP800-90B_EntropyAssessment\.git\hooks\applypatch-msg.sample","excluded","478"
"sim\SP800-90B_EntropyAssessment\.git\hooks\commit-msg.sample","excluded","896"
"sim\SP800-90B_EntropyAssessment\.git\hooks\fsmonitor-watchman.sample","excluded","4726"
"sim\SP800-90B_EntropyAssessment\.git\hooks\post-update.sample","excluded","189"
"sim\SP800-90B_EntropyAssessment\.git\hooks\pre-applypatch.sample","excluded","424"
"sim\SP800-90B_EntropyAssessment\.git\hooks\pre-commit.sample","excluded","1649"
"sim\SP800-90B_EntropyAssessment\.git\hooks\pre-merge-commit.sample","excluded","416"
"sim\SP800-90B_EntropyAssessment\.git\hooks\prepare-commit-msg.sample","excluded","1492"
"sim\SP800-90B_EntropyAssessment\.git\hooks\pre-push.sample","excluded","1374"
"sim\SP800-90B_EntropyAssessment\.git\hooks\pre-rebase.sample","excluded","4898"
"sim\SP800-90B_EntropyAssessment\.git\hooks\pre-receive.sample","excluded","544"
"sim\SP800-90B_EntropyAssessment\.git\hooks\push-to-checkout.sample","excluded","2783"
"sim\SP800-90B_EntropyAssessment\.git\hooks\sendemail-validate.sample","excluded","2308"
"sim\SP800-90B_EntropyAssessment\.git\hooks\update.sample","excluded","3650"
"sim\SP800-90B_EntropyAssessment\.git\index","excluded","5274"
"sim\SP800-90B_EntropyAssessment\.git\index.lock","excluded","0"
"sim\SP800-90B_EntropyAssessment\.git\info\exclude","excluded","240"
"sim\SP800-90B_EntropyAssessment\.git\logs\HEAD","excluded","193"
"sim\SP800-90B_EntropyAssessment\.git\logs\refs\heads\master","excluded","193"
"sim\SP800-90B_EntropyAssessment\.git\logs\refs\remotes\origin\HEAD","excluded","193"
"sim\SP800-90B_EntropyAssessment\.git\objects\pack\pack-a2659909ab95e16b8e66274ea934f1469f554628.idx","excluded","70036"
"sim\SP800-90B_EntropyAssessment\.git\objects\pack\pack-a2659909ab95e16b8e66274ea934f1469f554628.pack","excluded: larger than 5 MiB","12676113"
"sim\SP800-90B_EntropyAssessment\.git\objects\pack\pack-a2659909ab95e16b8e66274ea934f1469f554628.rev","excluded","9904"
"sim\SP800-90B_EntropyAssessment\.git\packed-refs","excluded","1555"
"sim\SP800-90B_EntropyAssessment\.git\refs\heads\master","excluded","41"
"sim\SP800-90B_EntropyAssessment\.git\refs\remotes\origin\HEAD","excluded","32"
"sim\SP800-90B_EntropyAssessment\bin\biased-random-bits.bin","excluded","1000000"
"sim\SP800-90B_EntropyAssessment\bin\biased-random-bytes.bin","excluded","1000000"
"sim\SP800-90B_EntropyAssessment\bin\data.pi.bin","excluded","1165666"
"sim\SP800-90B_EntropyAssessment\bin\normal.bin","excluded","1000000"
"sim\SP800-90B_EntropyAssessment\bin\rand1_short.bin","excluded","10000"
"sim\SP800-90B_EntropyAssessment\bin\rand4_short.bin","excluded","10000"
"sim\SP800-90B_EntropyAssessment\bin\rand8_short.bin","excluded","10000"
"sim\SP800-90B_EntropyAssessment\bin\ringOsc-nist.bin","excluded","1000000"
"sim\SP800-90B_EntropyAssessment\bin\truerand_1bit.bin","excluded","1000000"
"sim\SP800-90B_EntropyAssessment\bin\truerand_4bit.bin","excluded","1000000"
"sim\SP800-90B_EntropyAssessment\bin\truerand_8bit.bin","excluded","1000000"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\divsufsort_32.o","excluded","5818"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\divsufsort_64.o","excluded","8052"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\sssort_32.o","excluded","15752"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\sssort_64.o","excluded","20662"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\trsort_32.o","excluded","12600"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\trsort_64.o","excluded","18422"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\utils_32.o","excluded","5342"
"sim\SP800-90B_EntropyAssessment\cpp\build_mingw\utils_64.o","excluded","8450"
"sim\SP800-90B_EntropyAssessment\cpp\ea_iid.exe","excluded","331731"
"sim\SP800-90B_EntropyAssessment\cpp\ea_non_iid.exe","excluded","312504"
"sim\SP800-90B_EntropyAssessment\cpp\ea_restart.exe","excluded","398934"
"third_party\libdivsufsort\.git\config","excluded","315"
"third_party\libdivsufsort\.git\description","excluded","73"
"third_party\libdivsufsort\.git\HEAD","excluded","23"
"third_party\libdivsufsort\.git\hooks\applypatch-msg.sample","excluded","478"
"third_party\libdivsufsort\.git\hooks\commit-msg.sample","excluded","896"
"third_party\libdivsufsort\.git\hooks\fsmonitor-watchman.sample","excluded","4726"
"third_party\libdivsufsort\.git\hooks\post-update.sample","excluded","189"
"third_party\libdivsufsort\.git\hooks\pre-applypatch.sample","excluded","424"
"third_party\libdivsufsort\.git\hooks\pre-commit.sample","excluded","1643"
"third_party\libdivsufsort\.git\hooks\pre-merge-commit.sample","excluded","416"
"third_party\libdivsufsort\.git\hooks\prepare-commit-msg.sample","excluded","1492"
"third_party\libdivsufsort\.git\hooks\pre-push.sample","excluded","1374"
"third_party\libdivsufsort\.git\hooks\pre-rebase.sample","excluded","4898"
"third_party\libdivsufsort\.git\hooks\pre-receive.sample","excluded","544"
"third_party\libdivsufsort\.git\hooks\push-to-checkout.sample","excluded","2783"
"third_party\libdivsufsort\.git\hooks\sendemail-validate.sample","excluded","2308"
"third_party\libdivsufsort\.git\hooks\update.sample","excluded","3650"
"third_party\libdivsufsort\.git\index","excluded","2750"
"third_party\libdivsufsort\.git\info\exclude","excluded","240"
"third_party\libdivsufsort\.git\logs\HEAD","excluded","183"
"third_party\libdivsufsort\.git\logs\refs\heads\master","excluded","183"
"third_party\libdivsufsort\.git\logs\refs\remotes\origin\HEAD","excluded","183"
"third_party\libdivsufsort\.git\objects\pack\pack-d8da53ac1f5e4716b9b6effb65e8f80f6a022040.idx","excluded","2080"
"third_party\libdivsufsort\.git\objects\pack\pack-d8da53ac1f5e4716b9b6effb65e8f80f6a022040.pack","excluded","35970"
"third_party\libdivsufsort\.git\objects\pack\pack-d8da53ac1f5e4716b9b6effb65e8f80f6a022040.rev","excluded","196"
"third_party\libdivsufsort\.git\packed-refs","excluded","114"
"third_party\libdivsufsort\.git\refs\heads\master","excluded","41"
"third_party\libdivsufsort\.git\refs\remotes\origin\HEAD","excluded","32"
"third_party\libdivsufsort\.git\shallow","excluded","41"
